"CODMUNRES","NOMEMUN","ANO_NASC","numero_nascidos_vivos"
430462,"Capão Bonito do Sul",2015,16
430462,"Capão Bonito do Sul",2016,21
430462,"Capão Bonito do Sul",2017,18
430462,"Capão Bonito do Sul",2018,23
430462,"Capão Bonito do Sul",2019,13
430463,"Capão da Canoa",2010,770
430463,"Capão da Canoa",2011,766
430463,"Capão da Canoa",2012,737
430463,"Capão da Canoa",2013,813
430463,"Capão da Canoa",2014,795
430463,"Capão da Canoa",2015,927
430463,"Capão da Canoa",2016,923
430463,"Capão da Canoa",2017,895
430463,"Capão da Canoa",2018,931
430463,"Capão da Canoa",2019,874
430465,"Capão do Cipó",2010,36
430465,"Capão do Cipó",2011,35
430465,"Capão do Cipó",2012,30
430465,"Capão do Cipó",2013,32
430465,"Capão do Cipó",2014,25
430465,"Capão do Cipó",2015,37
430465,"Capão do Cipó",2016,42
430465,"Capão do Cipó",2017,28
430465,"Capão do Cipó",2018,37
430465,"Capão do Cipó",2019,20
430466,"Capão do Leão",2010,310
430466,"Capão do Leão",2011,336
430466,"Capão do Leão",2012,299
430466,"Capão do Leão",2013,315
430466,"Capão do Leão",2014,380
430466,"Capão do Leão",2015,357
430466,"Capão do Leão",2016,341
430466,"Capão do Leão",2017,380
430466,"Capão do Leão",2018,370
430466,"Capão do Leão",2019,381
430467,"Capivari do Sul",2010,56
430467,"Capivari do Sul",2011,55
430467,"Capivari do Sul",2012,49
430467,"Capivari do Sul",2013,45
430467,"Capivari do Sul",2014,48
430467,"Capivari do Sul",2015,55
430467,"Capivari do Sul",2016,47
430467,"Capivari do Sul",2017,52
430467,"Capivari do Sul",2018,56
430467,"Capivari do Sul",2019,53
430468,"Capela de Santana",2010,105
430468,"Capela de Santana",2011,98
430468,"Capela de Santana",2012,124
430468,"Capela de Santana",2013,142
430468,"Capela de Santana",2014,130
430468,"Capela de Santana",2015,148
430468,"Capela de Santana",2016,121
430468,"Capela de Santana",2017,127
430468,"Capela de Santana",2018,143
430468,"Capela de Santana",2019,129
430469,"Capitão",2010,20
430469,"Capitão",2011,26
430469,"Capitão",2012,37
430469,"Capitão",2013,38
430469,"Capitão",2014,32
430469,"Capitão",2015,35
430469,"Capitão",2016,49
430469,"Capitão",2017,28
430469,"Capitão",2018,41
430469,"Capitão",2019,36
430470,"Carazinho",2010,772
430470,"Carazinho",2011,804
430470,"Carazinho",2012,824
430470,"Carazinho",2013,907
430470,"Carazinho",2014,871
430470,"Carazinho",2015,921
430470,"Carazinho",2016,829
430470,"Carazinho",2017,807
430470,"Carazinho",2018,790
430470,"Carazinho",2019,830
430471,"Caraá",2010,56
430471,"Caraá",2011,43
430471,"Caraá",2012,40
430471,"Caraá",2013,66
430471,"Caraá",2014,72
430471,"Caraá",2015,47
430471,"Caraá",2016,44
430471,"Caraá",2017,54
430471,"Caraá",2018,52
430471,"Caraá",2019,63
430480,"Carlos Barbosa",2010,248
430480,"Carlos Barbosa",2011,267
430480,"Carlos Barbosa",2012,254
430480,"Carlos Barbosa",2013,268
430480,"Carlos Barbosa",2014,319
430480,"Carlos Barbosa",2015,356
430480,"Carlos Barbosa",2016,342
430480,"Carlos Barbosa",2017,301
430480,"Carlos Barbosa",2018,381
430480,"Carlos Barbosa",2019,373
430485,"Carlos Gomes",2010,14
430485,"Carlos Gomes",2011,16
430485,"Carlos Gomes",2012,10
430485,"Carlos Gomes",2013,9
430485,"Carlos Gomes",2014,8
430485,"Carlos Gomes",2015,10
430485,"Carlos Gomes",2016,10
430485,"Carlos Gomes",2017,14
430485,"Carlos Gomes",2018,11
430485,"Carlos Gomes",2019,12
430490,"Casca",2010,84
430490,"Casca",2011,63
430490,"Casca",2012,76
430490,"Casca",2013,73
430490,"Casca",2014,93
430490,"Casca",2015,77
430490,"Casca",2016,92
430490,"Casca",2017,117
430490,"Casca",2018,90
430490,"Casca",2019,92
430495,"Caseiros",2010,8
430495,"Caseiros",2011,18
430495,"Caseiros",2012,19
430495,"Caseiros",2013,38
430495,"Caseiros",2014,36
430495,"Caseiros",2015,26
430495,"Caseiros",2016,15
430495,"Caseiros",2017,37
430495,"Caseiros",2018,42
430495,"Caseiros",2019,27
430500,"Catuípe",2010,96
430500,"Catuípe",2011,90
430500,"Catuípe",2012,97
430500,"Catuípe",2013,112
430500,"Catuípe",2014,91
430500,"Catuípe",2015,83
430500,"Catuípe",2016,86
430500,"Catuípe",2017,84
430500,"Catuípe",2018,90
430500,"Catuípe",2019,80
430510,"Caxias do Sul",2010,6043
430510,"Caxias do Sul",2011,6293
430510,"Caxias do Sul",2012,6181
430510,"Caxias do Sul",2013,6392
430510,"Caxias do Sul",2014,6421
430510,"Caxias do Sul",2015,6498
430510,"Caxias do Sul",2016,6076
430510,"Caxias do Sul",2017,5839
430510,"Caxias do Sul",2018,5823
430510,"Caxias do Sul",2019,5679
430511,"Centenário",2010,26
430511,"Centenário",2011,27
430511,"Centenário",2012,13
430511,"Centenário",2013,30
430511,"Centenário",2014,33
430511,"Centenário",2015,20
430511,"Centenário",2016,15
430511,"Centenário",2017,24
430511,"Centenário",2018,23
430511,"Centenário",2019,25
430512,"Cerrito",2010,44
430512,"Cerrito",2011,66
430512,"Cerrito",2012,52
430512,"Cerrito",2013,55
430512,"Cerrito",2014,61
430512,"Cerrito",2015,53
430512,"Cerrito",2016,39
430512,"Cerrito",2017,50
430512,"Cerrito",2018,38
430512,"Cerrito",2019,41
430513,"Cerro Branco",2010,30
430513,"Cerro Branco",2011,30
430513,"Cerro Branco",2012,36
430513,"Cerro Branco",2013,27
430513,"Cerro Branco",2014,39
430513,"Cerro Branco",2015,38
430513,"Cerro Branco",2016,23
430513,"Cerro Branco",2017,43
430513,"Cerro Branco",2018,18
430513,"Cerro Branco",2019,22
430515,"Cerro Grande",2010,25
430515,"Cerro Grande",2011,30
430515,"Cerro Grande",2012,28
430515,"Cerro Grande",2013,28
430515,"Cerro Grande",2014,30
430515,"Cerro Grande",2015,28
430515,"Cerro Grande",2016,23
430515,"Cerro Grande",2017,33
430515,"Cerro Grande",2018,31
430515,"Cerro Grande",2019,29
430517,"Cerro Grande do Sul",2010,132
430517,"Cerro Grande do Sul",2011,121
430517,"Cerro Grande do Sul",2012,119
430517,"Cerro Grande do Sul",2013,138
430517,"Cerro Grande do Sul",2014,119
430517,"Cerro Grande do Sul",2015,104
430517,"Cerro Grande do Sul",2016,128
430517,"Cerro Grande do Sul",2017,127
430517,"Cerro Grande do Sul",2018,130
430517,"Cerro Grande do Sul",2019,119
430520,"Cerro Largo",2010,122
430520,"Cerro Largo",2011,137
430520,"Cerro Largo",2012,115
430520,"Cerro Largo",2013,130
430520,"Cerro Largo",2014,150
430520,"Cerro Largo",2015,140
430520,"Cerro Largo",2016,141
430520,"Cerro Largo",2017,150
430520,"Cerro Largo",2018,166
430520,"Cerro Largo",2019,113
430530,"Chapada",2010,88
430530,"Chapada",2011,87
430530,"Chapada",2012,80
430530,"Chapada",2013,61
430530,"Chapada",2014,69
430530,"Chapada",2015,73
430530,"Chapada",2016,77
430530,"Chapada",2017,68
430530,"Chapada",2018,98
430530,"Chapada",2019,92
430535,"Charqueadas",2010,404
430535,"Charqueadas",2011,404
430535,"Charqueadas",2012,348
430535,"Charqueadas",2013,396
430535,"Charqueadas",2014,432
430535,"Charqueadas",2015,392
430535,"Charqueadas",2016,379
430535,"Charqueadas",2017,367
430535,"Charqueadas",2018,362
430535,"Charqueadas",2019,346
430537,"Charrua",2010,58
430537,"Charrua",2011,35
430537,"Charrua",2012,45
430537,"Charrua",2013,40
430537,"Charrua",2014,33
430537,"Charrua",2015,29
430537,"Charrua",2016,15
430537,"Charrua",2017,29
430537,"Charrua",2018,28
430537,"Charrua",2019,32
430540,"Chiapetta",2010,38
430540,"Chiapetta",2011,42
430540,"Chiapetta",2012,53
430540,"Chiapetta",2013,66
430540,"Chiapetta",2014,46
430540,"Chiapetta",2015,56
430540,"Chiapetta",2016,48
430540,"Chiapetta",2017,59
430540,"Chiapetta",2018,47
430540,"Chiapetta",2019,42
430543,"Chuí",2010,41
430543,"Chuí",2011,53
430543,"Chuí",2012,41
430543,"Chuí",2013,42
430543,"Chuí",2014,58
430543,"Chuí",2015,44
430543,"Chuí",2016,38
430543,"Chuí",2017,42
430543,"Chuí",2018,48
430543,"Chuí",2019,40
430544,"Chuvisca",2010,57
430544,"Chuvisca",2011,53
430544,"Chuvisca",2012,59
430544,"Chuvisca",2013,62
430544,"Chuvisca",2014,67
430544,"Chuvisca",2015,54
430544,"Chuvisca",2016,50
430544,"Chuvisca",2017,49
430544,"Chuvisca",2018,51
430544,"Chuvisca",2019,61
430545,"Cidreira",2010,141
430545,"Cidreira",2011,156
430545,"Cidreira",2012,169
430545,"Cidreira",2013,164
430545,"Cidreira",2014,174
430545,"Cidreira",2015,185
430545,"Cidreira",2016,176
430545,"Cidreira",2017,201
430545,"Cidreira",2018,195
430545,"Cidreira",2019,202
430550,"Ciríaco",2010,43
430550,"Ciríaco",2011,57
430550,"Ciríaco",2012,42
430550,"Ciríaco",2013,37
430550,"Ciríaco",2014,47
430550,"Ciríaco",2015,34
430550,"Ciríaco",2016,39
430550,"Ciríaco",2017,45
430550,"Ciríaco",2018,34
430550,"Ciríaco",2019,38
430558,"Colinas",2010,14
430558,"Colinas",2011,22
430558,"Colinas",2012,26
430558,"Colinas",2013,15
430558,"Colinas",2014,22
430558,"Colinas",2015,23
430558,"Colinas",2016,26
430558,"Colinas",2017,30
430558,"Colinas",2018,22
430558,"Colinas",2019,19
430560,"Colorado",2010,25
430560,"Colorado",2011,17
430560,"Colorado",2012,37
430560,"Colorado",2013,29
430560,"Colorado",2014,24
430560,"Colorado",2015,25
430560,"Colorado",2016,24
430560,"Colorado",2017,31
430560,"Colorado",2018,29
430560,"Colorado",2019,32
430570,"Condor",2010,25
430570,"Condor",2011,35
430570,"Condor",2012,35
430570,"Condor",2013,29
430570,"Condor",2014,37
430570,"Condor",2015,23
430570,"Condor",2016,83
430570,"Condor",2017,82
430570,"Condor",2018,78
430570,"Condor",2019,76
430580,"Constantina",2010,96
430580,"Constantina",2011,137
430580,"Constantina",2012,119
430580,"Constantina",2013,120
430580,"Constantina",2014,115
430580,"Constantina",2015,124
430580,"Constantina",2016,113
430580,"Constantina",2017,125
430580,"Constantina",2018,126
430580,"Constantina",2019,154
430583,"Coqueiro Baixo",2010,5
430583,"Coqueiro Baixo",2011,10
430583,"Coqueiro Baixo",2012,14
430583,"Coqueiro Baixo",2013,6
430583,"Coqueiro Baixo",2014,9
430583,"Coqueiro Baixo",2015,3
430583,"Coqueiro Baixo",2016,7
430583,"Coqueiro Baixo",2017,7
430583,"Coqueiro Baixo",2018,14
430583,"Coqueiro Baixo",2019,9
430585,"Coqueiros do Sul",2010,13
430585,"Coqueiros do Sul",2011,19
430585,"Coqueiros do Sul",2012,26
430585,"Coqueiros do Sul",2013,21
430585,"Coqueiros do Sul",2014,15
430585,"Coqueiros do Sul",2015,23
430585,"Coqueiros do Sul",2016,21
430585,"Coqueiros do Sul",2017,27
430585,"Coqueiros do Sul",2018,22
430585,"Coqueiros do Sul",2019,19
430587,"Coronel Barros",2010,23
430587,"Coronel Barros",2011,37
430587,"Coronel Barros",2012,29
430587,"Coronel Barros",2013,33
430587,"Coronel Barros",2014,26
430587,"Coronel Barros",2015,27
430587,"Coronel Barros",2016,27
430587,"Coronel Barros",2017,37
430587,"Coronel Barros",2018,25
430587,"Coronel Barros",2019,31
430590,"Coronel Bicaco",2010,101
430590,"Coronel Bicaco",2011,119
430590,"Coronel Bicaco",2012,100
430590,"Coronel Bicaco",2013,114
430590,"Coronel Bicaco",2014,94
430590,"Coronel Bicaco",2015,89
430590,"Coronel Bicaco",2016,90
430590,"Coronel Bicaco",2017,90
430590,"Coronel Bicaco",2018,105
430590,"Coronel Bicaco",2019,83
430593,"Coronel Pilar",2010,4
430593,"Coronel Pilar",2011,10
430593,"Coronel Pilar",2012,8
430593,"Coronel Pilar",2013,3
430593,"Coronel Pilar",2014,8
430593,"Coronel Pilar",2015,8
430593,"Coronel Pilar",2016,5
430593,"Coronel Pilar",2017,12
430593,"Coronel Pilar",2018,12
430593,"Coronel Pilar",2019,9
430595,"Cotiporã",2010,20
430595,"Cotiporã",2011,19
430595,"Cotiporã",2012,24
430595,"Cotiporã",2013,24
430595,"Cotiporã",2014,17
430595,"Cotiporã",2015,35
430595,"Cotiporã",2016,28
430595,"Cotiporã",2017,28
430595,"Cotiporã",2018,36
430595,"Cotiporã",2019,35
430597,"Coxilha",2010,30
430597,"Coxilha",2011,32
430597,"Coxilha",2012,41
430597,"Coxilha",2013,37
430597,"Coxilha",2014,32
430597,"Coxilha",2015,55
430597,"Coxilha",2016,46
430597,"Coxilha",2017,45
430597,"Coxilha",2018,40
430597,"Coxilha",2019,43
430600,"Crissiumal",2010,117
430600,"Crissiumal",2011,144
430600,"Crissiumal",2012,138
430600,"Crissiumal",2013,118
430600,"Crissiumal",2014,156
430600,"Crissiumal",2015,125
430600,"Crissiumal",2016,145
430600,"Crissiumal",2017,133
430600,"Crissiumal",2018,139
430600,"Crissiumal",2019,137
430605,"Cristal",2010,89
430605,"Cristal",2011,97
430605,"Cristal",2012,84
430605,"Cristal",2013,89
430605,"Cristal",2014,95
430605,"Cristal",2015,113
430605,"Cristal",2016,91
430605,"Cristal",2017,82
430605,"Cristal",2018,98
430605,"Cristal",2019,85
430607,"Cristal do Sul",2010,34
430607,"Cristal do Sul",2011,39
430607,"Cristal do Sul",2012,33
430607,"Cristal do Sul",2013,27
430607,"Cristal do Sul",2014,28
430607,"Cristal do Sul",2015,30
430607,"Cristal do Sul",2016,24
430607,"Cristal do Sul",2017,30
430607,"Cristal do Sul",2018,42
430607,"Cristal do Sul",2019,30
430610,"Cruz Alta",2010,926
430610,"Cruz Alta",2011,917
430610,"Cruz Alta",2012,917
430610,"Cruz Alta",2013,872
430610,"Cruz Alta",2014,907
430610,"Cruz Alta",2015,909
430610,"Cruz Alta",2016,851
430610,"Cruz Alta",2017,862
430610,"Cruz Alta",2018,851
430610,"Cruz Alta",2019,801
430613,"Cruzaltense",2010,13
430613,"Cruzaltense",2011,18
430613,"Cruzaltense",2012,19
430613,"Cruzaltense",2013,16
430613,"Cruzaltense",2014,16
430613,"Cruzaltense",2015,21
430613,"Cruzaltense",2016,13
430613,"Cruzaltense",2017,11
430613,"Cruzaltense",2018,15
430613,"Cruzaltense",2019,13
430620,"Cruzeiro do Sul",2010,110
430620,"Cruzeiro do Sul",2011,119
430620,"Cruzeiro do Sul",2012,96
430620,"Cruzeiro do Sul",2013,111
430620,"Cruzeiro do Sul",2014,103
430620,"Cruzeiro do Sul",2015,116
430620,"Cruzeiro do Sul",2016,143
430620,"Cruzeiro do Sul",2017,106
430620,"Cruzeiro do Sul",2018,126
430620,"Cruzeiro do Sul",2019,114
430630,"David Canabarro",2010,35
430630,"David Canabarro",2011,46
430630,"David Canabarro",2012,54
430630,"David Canabarro",2013,36
430630,"David Canabarro",2014,37
430630,"David Canabarro",2015,31
430630,"David Canabarro",2016,50
430630,"David Canabarro",2017,37
430630,"David Canabarro",2018,43
430630,"David Canabarro",2019,32
430632,"Derrubadas",2010,37
430632,"Derrubadas",2011,40
430632,"Derrubadas",2012,34
430632,"Derrubadas",2013,29
430632,"Derrubadas",2014,19
430632,"Derrubadas",2015,39
430632,"Derrubadas",2016,26
430632,"Derrubadas",2017,37
430632,"Derrubadas",2018,32
430632,"Derrubadas",2019,26
430635,"Dezesseis de Novembro",2010,21
430635,"Dezesseis de Novembro",2011,28
430635,"Dezesseis de Novembro",2012,23
430635,"Dezesseis de Novembro",2013,24
430635,"Dezesseis de Novembro",2014,22
430635,"Dezesseis de Novembro",2015,20
430635,"Dezesseis de Novembro",2016,23
430635,"Dezesseis de Novembro",2017,27
430635,"Dezesseis de Novembro",2018,19
430635,"Dezesseis de Novembro",2019,19
430637,"Dilermando de Aguiar",2010,31
430637,"Dilermando de Aguiar",2011,34
430637,"Dilermando de Aguiar",2012,27
430637,"Dilermando de Aguiar",2013,24
430637,"Dilermando de Aguiar",2014,34
430637,"Dilermando de Aguiar",2015,28
430637,"Dilermando de Aguiar",2016,27
430637,"Dilermando de Aguiar",2017,24
430637,"Dilermando de Aguiar",2018,25
430637,"Dilermando de Aguiar",2019,20
430640,"Dois Irmãos",2010,316
430640,"Dois Irmãos",2011,354
430640,"Dois Irmãos",2012,366
430640,"Dois Irmãos",2013,353
430640,"Dois Irmãos",2014,363
430640,"Dois Irmãos",2015,403
430640,"Dois Irmãos",2016,405
430640,"Dois Irmãos",2017,396
430640,"Dois Irmãos",2018,404
430640,"Dois Irmãos",2019,359
430642,"Dois Irmãos das Missões",2010,38
430642,"Dois Irmãos das Missões",2011,24
430642,"Dois Irmãos das Missões",2012,35
430642,"Dois Irmãos das Missões",2013,32
430642,"Dois Irmãos das Missões",2014,27
430642,"Dois Irmãos das Missões",2015,22
430642,"Dois Irmãos das Missões",2016,28
430642,"Dois Irmãos das Missões",2017,34
430642,"Dois Irmãos das Missões",2018,30
430642,"Dois Irmãos das Missões",2019,23
430645,"Dois Lajeados",2010,26
430645,"Dois Lajeados",2011,22
430645,"Dois Lajeados",2012,29
430645,"Dois Lajeados",2013,22
430645,"Dois Lajeados",2014,26
430645,"Dois Lajeados",2015,25
430645,"Dois Lajeados",2016,28
430645,"Dois Lajeados",2017,23
430645,"Dois Lajeados",2018,31
430645,"Dois Lajeados",2019,31
430650,"Dom Feliciano",2010,176
430650,"Dom Feliciano",2011,181
430650,"Dom Feliciano",2012,151
430650,"Dom Feliciano",2013,161
430650,"Dom Feliciano",2014,163
430650,"Dom Feliciano",2015,172
430650,"Dom Feliciano",2016,138
430650,"Dom Feliciano",2017,150
430650,"Dom Feliciano",2018,149
430650,"Dom Feliciano",2019,157
430655,"Dom Pedro de Alcântara",2010,17
430655,"Dom Pedro de Alcântara",2011,20
430655,"Dom Pedro de Alcântara",2012,15
430655,"Dom Pedro de Alcântara",2013,10
430655,"Dom Pedro de Alcântara",2014,19
430655,"Dom Pedro de Alcântara",2015,25
430655,"Dom Pedro de Alcântara",2016,21
430655,"Dom Pedro de Alcântara",2017,21
430655,"Dom Pedro de Alcântara",2018,26
430655,"Dom Pedro de Alcântara",2019,31
430660,"Dom Pedrito",2010,492
430660,"Dom Pedrito",2011,457
430660,"Dom Pedrito",2012,481
430660,"Dom Pedrito",2013,433
430660,"Dom Pedrito",2014,466
430660,"Dom Pedrito",2015,436
430660,"Dom Pedrito",2016,443
430660,"Dom Pedrito",2017,415
430660,"Dom Pedrito",2018,451
430660,"Dom Pedrito",2019,414
430670,"Dona Francisca",2010,47
430670,"Dona Francisca",2011,46
430670,"Dona Francisca",2012,17
430670,"Dona Francisca",2013,30
430670,"Dona Francisca",2014,33
430670,"Dona Francisca",2015,32
430670,"Dona Francisca",2016,38
430670,"Dona Francisca",2017,25
430670,"Dona Francisca",2018,37
430670,"Dona Francisca",2019,38
430673,"Doutor Maurício Cardoso",2010,41
430673,"Doutor Maurício Cardoso",2011,37
430673,"Doutor Maurício Cardoso",2012,34
430673,"Doutor Maurício Cardoso",2013,38
430673,"Doutor Maurício Cardoso",2014,42
430673,"Doutor Maurício Cardoso",2015,42
430673,"Doutor Maurício Cardoso",2016,39
430673,"Doutor Maurício Cardoso",2017,49
430673,"Doutor Maurício Cardoso",2018,35
430673,"Doutor Maurício Cardoso",2019,37
430675,"Doutor Ricardo",2010,15
430675,"Doutor Ricardo",2011,13
430675,"Doutor Ricardo",2012,11
430675,"Doutor Ricardo",2013,11
430675,"Doutor Ricardo",2014,15
430675,"Doutor Ricardo",2015,23
430675,"Doutor Ricardo",2016,14
430675,"Doutor Ricardo",2017,20
430675,"Doutor Ricardo",2018,16
430675,"Doutor Ricardo",2019,13
430676,"Eldorado do Sul",2010,531
430676,"Eldorado do Sul",2011,517
430676,"Eldorado do Sul",2012,550
430676,"Eldorado do Sul",2013,572
430676,"Eldorado do Sul",2014,593
430676,"Eldorado do Sul",2015,558
430676,"Eldorado do Sul",2016,578
430676,"Eldorado do Sul",2017,571
430676,"Eldorado do Sul",2018,544
430676,"Eldorado do Sul",2019,522
430680,"Encantado",2010,213
430680,"Encantado",2011,223
430680,"Encantado",2012,238
430680,"Encantado",2013,252
430680,"Encantado",2014,274
430680,"Encantado",2015,267
430680,"Encantado",2016,264
430680,"Encantado",2017,292
430680,"Encantado",2018,262
430680,"Encantado",2019,285
430690,"Encruzilhada do Sul",2010,278
430690,"Encruzilhada do Sul",2011,316
430690,"Encruzilhada do Sul",2012,313
430690,"Encruzilhada do Sul",2013,274
430690,"Encruzilhada do Sul",2014,268
430690,"Encruzilhada do Sul",2015,271
430690,"Encruzilhada do Sul",2016,296
430690,"Encruzilhada do Sul",2017,282
430690,"Encruzilhada do Sul",2018,292
430690,"Encruzilhada do Sul",2019,289
430692,"Engenho Velho",2010,13
430692,"Engenho Velho",2011,26
430692,"Engenho Velho",2012,19
430692,"Engenho Velho",2013,37
430692,"Engenho Velho",2014,21
430692,"Engenho Velho",2015,17
430692,"Engenho Velho",2016,25
430692,"Engenho Velho",2017,22
430692,"Engenho Velho",2018,23
430692,"Engenho Velho",2019,22
430693,"Entre-Ijuís",2010,95
430693,"Entre-Ijuís",2011,82
430693,"Entre-Ijuís",2012,101
430693,"Entre-Ijuís",2013,97
430693,"Entre-Ijuís",2014,100
430693,"Entre-Ijuís",2015,120
430693,"Entre-Ijuís",2016,100
430693,"Entre-Ijuís",2017,97
430693,"Entre-Ijuís",2018,127
430693,"Entre-Ijuís",2019,108
430695,"Entre Rios do Sul",2010,27
430695,"Entre Rios do Sul",2011,38
430695,"Entre Rios do Sul",2012,16
430695,"Entre Rios do Sul",2013,29
430695,"Entre Rios do Sul",2014,40
430695,"Entre Rios do Sul",2015,35
430695,"Entre Rios do Sul",2016,30
430695,"Entre Rios do Sul",2017,33
430695,"Entre Rios do Sul",2018,32
430695,"Entre Rios do Sul",2019,28
430697,"Erebango",2010,26
430697,"Erebango",2011,46
430697,"Erebango",2012,30
430697,"Erebango",2013,39
430697,"Erebango",2014,55
430697,"Erebango",2015,44
430697,"Erebango",2016,41
430697,"Erebango",2017,46
430697,"Erebango",2018,44
430697,"Erebango",2019,36
430700,"Erechim",2010,1205
430700,"Erechim",2011,1294
430700,"Erechim",2012,1298
430700,"Erechim",2013,1329
430700,"Erechim",2014,1353
430700,"Erechim",2015,1452
430700,"Erechim",2016,1321
430700,"Erechim",2017,1340
430700,"Erechim",2018,1348
430700,"Erechim",2019,1280
430705,"Ernestina",2010,28
430705,"Ernestina",2011,35
430705,"Ernestina",2012,26
430705,"Ernestina",2013,25
430705,"Ernestina",2014,40
430705,"Ernestina",2015,45
430705,"Ernestina",2016,32
430705,"Ernestina",2017,33
430705,"Ernestina",2018,30
430705,"Ernestina",2019,23
430710,"Herval",2010,87
430710,"Herval",2011,61
430710,"Herval",2012,73
430710,"Herval",2013,51
430710,"Herval",2014,71
430710,"Herval",2015,57
430710,"Herval",2016,68
430710,"Herval",2017,70
430710,"Herval",2018,72
430710,"Herval",2019,63
430720,"Erval Grande",2010,47
430720,"Erval Grande",2011,48
430720,"Erval Grande",2012,51
430720,"Erval Grande",2013,45
430720,"Erval Grande",2014,63
430720,"Erval Grande",2015,45
430720,"Erval Grande",2016,51
430720,"Erval Grande",2017,62
430720,"Erval Grande",2018,50
430720,"Erval Grande",2019,63
430730,"Erval Seco",2010,97
430730,"Erval Seco",2011,74
430730,"Erval Seco",2012,80
430730,"Erval Seco",2013,86
430730,"Erval Seco",2014,79
430730,"Erval Seco",2015,87
430730,"Erval Seco",2016,91
430730,"Erval Seco",2017,81
430730,"Erval Seco",2018,80
430730,"Erval Seco",2019,87
430740,"Esmeralda",2010,38
430740,"Esmeralda",2011,28
430740,"Esmeralda",2012,38
430740,"Esmeralda",2013,35
430740,"Esmeralda",2014,42
430740,"Esmeralda",2015,27
430740,"Esmeralda",2016,33
430740,"Esmeralda",2017,31
430740,"Esmeralda",2018,33
430740,"Esmeralda",2019,39
430745,"Esperança do Sul",2010,31
430745,"Esperança do Sul",2011,38
430745,"Esperança do Sul",2012,32
430745,"Esperança do Sul",2013,49
430745,"Esperança do Sul",2014,40
430745,"Esperança do Sul",2015,41
430745,"Esperança do Sul",2016,27
430745,"Esperança do Sul",2017,36
430745,"Esperança do Sul",2018,36
430745,"Esperança do Sul",2019,26
430750,"Espumoso",2010,198
430750,"Espumoso",2011,201
430750,"Espumoso",2012,160
430750,"Espumoso",2013,167
430750,"Espumoso",2014,186
430750,"Espumoso",2015,192
430750,"Espumoso",2016,185
430750,"Espumoso",2017,197
430750,"Espumoso",2018,177
430750,"Espumoso",2019,182
430755,"Estação",2010,72
430755,"Estação",2011,57
430755,"Estação",2012,46
430755,"Estação",2013,64
430755,"Estação",2014,67
430755,"Estação",2015,75
430755,"Estação",2016,67
430755,"Estação",2017,72
430755,"Estação",2018,72
430755,"Estação",2019,79
430760,"Estância Velha",2010,571
430760,"Estância Velha",2011,608
430760,"Estância Velha",2012,589
430760,"Estância Velha",2013,647
430760,"Estância Velha",2014,644
430760,"Estância Velha",2015,625
430760,"Estância Velha",2016,651
430760,"Estância Velha",2017,655
430760,"Estância Velha",2018,634
430760,"Estância Velha",2019,552
430770,"Esteio",2010,1131
430770,"Esteio",2011,1194
430770,"Esteio",2012,1220
430770,"Esteio",2013,1119
430770,"Esteio",2014,1071
430770,"Esteio",2015,1233
430770,"Esteio",2016,1086
430770,"Esteio",2017,1106
430770,"Esteio",2018,1129
430770,"Esteio",2019,1062
430780,"Estrela",2010,377
430780,"Estrela",2011,370
430780,"Estrela",2012,388
430780,"Estrela",2013,424
430780,"Estrela",2014,420
430780,"Estrela",2015,474
430780,"Estrela",2016,413
430780,"Estrela",2017,450
430780,"Estrela",2018,427
430780,"Estrela",2019,409
430781,"Estrela Velha",2010,38
430781,"Estrela Velha",2011,32
430781,"Estrela Velha",2012,30
430781,"Estrela Velha",2013,32
430781,"Estrela Velha",2014,33
430781,"Estrela Velha",2015,54
430781,"Estrela Velha",2016,33
430781,"Estrela Velha",2017,36
430781,"Estrela Velha",2018,43
430781,"Estrela Velha",2019,36
430783,"Eugênio de Castro",2010,19
430783,"Eugênio de Castro",2011,20
430783,"Eugênio de Castro",2012,24
430783,"Eugênio de Castro",2013,25
430783,"Eugênio de Castro",2014,26
430783,"Eugênio de Castro",2015,26
430783,"Eugênio de Castro",2016,20
430783,"Eugênio de Castro",2017,28
430783,"Eugênio de Castro",2018,30
430783,"Eugênio de Castro",2019,25
430786,"Fagundes Varela",2010,20
430786,"Fagundes Varela",2011,23
430786,"Fagundes Varela",2012,18
430786,"Fagundes Varela",2013,18
430786,"Fagundes Varela",2014,24
430786,"Fagundes Varela",2015,14
430786,"Fagundes Varela",2016,23
430786,"Fagundes Varela",2017,29
430786,"Fagundes Varela",2018,26
430786,"Fagundes Varela",2019,19
430790,"Farroupilha",2010,760
430790,"Farroupilha",2011,813
430790,"Farroupilha",2012,890
430790,"Farroupilha",2013,817
430790,"Farroupilha",2014,906
430790,"Farroupilha",2015,916
430790,"Farroupilha",2016,811
430790,"Farroupilha",2017,874
430790,"Farroupilha",2018,916
430790,"Farroupilha",2019,848
430800,"Faxinal do Soturno",2010,63
430800,"Faxinal do Soturno",2011,64
430800,"Faxinal do Soturno",2012,65
430800,"Faxinal do Soturno",2013,57
430800,"Faxinal do Soturno",2014,52
430800,"Faxinal do Soturno",2015,68
430800,"Faxinal do Soturno",2016,63
430800,"Faxinal do Soturno",2017,56
430800,"Faxinal do Soturno",2018,63
430800,"Faxinal do Soturno",2019,72
430805,"Faxinalzinho",2010,22
430805,"Faxinalzinho",2011,17
