"CODMUNRES","NOMEMUN","ANO_NASC","numero_nascidos_vivos"
431213,"Mato Castelhano",2013,23
431213,"Mato Castelhano",2014,35
431213,"Mato Castelhano",2015,28
431213,"Mato Castelhano",2016,36
431213,"Mato Castelhano",2017,25
431213,"Mato Castelhano",2018,38
431213,"Mato Castelhano",2019,29
431215,"Mato Leitão",2010,35
431215,"Mato Leitão",2011,35
431215,"Mato Leitão",2012,51
431215,"Mato Leitão",2013,47
431215,"Mato Leitão",2014,56
431215,"Mato Leitão",2015,54
431215,"Mato Leitão",2016,34
431215,"Mato Leitão",2017,49
431215,"Mato Leitão",2018,37
431215,"Mato Leitão",2019,46
431217,"Mato Queimado",2010,22
431217,"Mato Queimado",2011,20
431217,"Mato Queimado",2012,15
431217,"Mato Queimado",2013,20
431217,"Mato Queimado",2014,22
431217,"Mato Queimado",2015,23
431217,"Mato Queimado",2016,22
431217,"Mato Queimado",2017,15
431217,"Mato Queimado",2018,17
431217,"Mato Queimado",2019,14
431220,"Maximiliano de Almeida",2010,45
431220,"Maximiliano de Almeida",2011,44
431220,"Maximiliano de Almeida",2012,54
431220,"Maximiliano de Almeida",2013,56
431220,"Maximiliano de Almeida",2014,36
431220,"Maximiliano de Almeida",2015,49
431220,"Maximiliano de Almeida",2016,31
431220,"Maximiliano de Almeida",2017,48
431220,"Maximiliano de Almeida",2018,53
431220,"Maximiliano de Almeida",2019,50
431225,"Minas do Leão",2010,100
431225,"Minas do Leão",2011,92
431225,"Minas do Leão",2012,114
431225,"Minas do Leão",2013,99
431225,"Minas do Leão",2014,114
431225,"Minas do Leão",2015,112
431225,"Minas do Leão",2016,102
431225,"Minas do Leão",2017,95
431225,"Minas do Leão",2018,105
431225,"Minas do Leão",2019,99
431230,"Miraguaí",2010,51
431230,"Miraguaí",2011,49
431230,"Miraguaí",2012,56
431230,"Miraguaí",2013,67
431230,"Miraguaí",2014,56
431230,"Miraguaí",2015,61
431230,"Miraguaí",2016,67
431230,"Miraguaí",2017,58
431230,"Miraguaí",2018,61
431230,"Miraguaí",2019,68
431235,"Montauri",2010,14
431235,"Montauri",2011,9
431235,"Montauri",2012,9
431235,"Montauri",2013,8
431235,"Montauri",2014,13
431235,"Montauri",2015,16
431235,"Montauri",2016,11
431235,"Montauri",2017,17
431235,"Montauri",2018,13
431235,"Montauri",2019,19
431237,"Monte Alegre dos Campos",2010,32
431237,"Monte Alegre dos Campos",2011,31
431237,"Monte Alegre dos Campos",2012,25
431237,"Monte Alegre dos Campos",2013,30
431237,"Monte Alegre dos Campos",2014,34
431237,"Monte Alegre dos Campos",2015,39
431237,"Monte Alegre dos Campos",2016,45
431237,"Monte Alegre dos Campos",2017,39
431237,"Monte Alegre dos Campos",2018,34
431237,"Monte Alegre dos Campos",2019,39
431238,"Monte Belo do Sul",2010,19
431238,"Monte Belo do Sul",2011,23
431238,"Monte Belo do Sul",2012,12
431238,"Monte Belo do Sul",2013,16
431238,"Monte Belo do Sul",2014,17
431238,"Monte Belo do Sul",2015,21
431238,"Monte Belo do Sul",2016,10
431238,"Monte Belo do Sul",2017,13
431238,"Monte Belo do Sul",2018,25
431238,"Monte Belo do Sul",2019,24
431240,"Montenegro",2010,808
431240,"Montenegro",2011,837
431240,"Montenegro",2012,833
431240,"Montenegro",2013,895
431240,"Montenegro",2014,910
431240,"Montenegro",2015,975
431240,"Montenegro",2016,928
431240,"Montenegro",2017,975
431240,"Montenegro",2018,910
431240,"Montenegro",2019,873
431242,"Mormaço",2010,32
431242,"Mormaço",2011,25
431242,"Mormaço",2012,23
431242,"Mormaço",2013,28
431242,"Mormaço",2014,35
431242,"Mormaço",2015,35
431242,"Mormaço",2016,22
431242,"Mormaço",2017,34
431242,"Mormaço",2018,29
431242,"Mormaço",2019,31
431244,"Morrinhos do Sul",2010,22
431244,"Morrinhos do Sul",2011,14
431244,"Morrinhos do Sul",2012,29
431244,"Morrinhos do Sul",2013,25
431244,"Morrinhos do Sul",2014,23
431244,"Morrinhos do Sul",2015,20
431244,"Morrinhos do Sul",2016,30
431244,"Morrinhos do Sul",2017,33
431244,"Morrinhos do Sul",2018,35
431244,"Morrinhos do Sul",2019,24
431245,"Morro Redondo",2010,60
431245,"Morro Redondo",2011,49
431245,"Morro Redondo",2012,44
431245,"Morro Redondo",2013,48
431245,"Morro Redondo",2014,52
431245,"Morro Redondo",2015,62
431245,"Morro Redondo",2016,58
431245,"Morro Redondo",2017,58
431245,"Morro Redondo",2018,59
431245,"Morro Redondo",2019,48
431247,"Morro Reuter",2010,43
431247,"Morro Reuter",2011,58
431247,"Morro Reuter",2012,61
431247,"Morro Reuter",2013,62
431247,"Morro Reuter",2014,77
431247,"Morro Reuter",2015,59
431247,"Morro Reuter",2016,58
431247,"Morro Reuter",2017,59
431247,"Morro Reuter",2018,75
431247,"Morro Reuter",2019,61
431250,"Mostardas",2010,124
431250,"Mostardas",2011,127
431250,"Mostardas",2012,118
431250,"Mostardas",2013,113
431250,"Mostardas",2014,122
431250,"Mostardas",2015,135
431250,"Mostardas",2016,137
431250,"Mostardas",2017,139
431250,"Mostardas",2018,108
431250,"Mostardas",2019,146
431260,"Muçum",2010,34
431260,"Muçum",2011,37
431260,"Muçum",2012,33
431260,"Muçum",2013,51
431260,"Muçum",2014,49
431260,"Muçum",2015,47
431260,"Muçum",2016,49
431260,"Muçum",2017,57
431260,"Muçum",2018,50
431260,"Muçum",2019,47
431261,"Muitos Capões",2010,33
431261,"Muitos Capões",2011,26
431261,"Muitos Capões",2012,23
431261,"Muitos Capões",2013,32
431261,"Muitos Capões",2014,39
431261,"Muitos Capões",2015,34
431261,"Muitos Capões",2016,39
431261,"Muitos Capões",2017,42
431261,"Muitos Capões",2018,46
431261,"Muitos Capões",2019,28
431262,"Muliterno",2010,22
431262,"Muliterno",2011,22
431262,"Muliterno",2012,22
431262,"Muliterno",2013,20
431262,"Muliterno",2014,22
431262,"Muliterno",2015,23
431262,"Muliterno",2016,34
431262,"Muliterno",2017,32
431262,"Muliterno",2018,24
431262,"Muliterno",2019,19
431265,"Não-Me-Toque",2010,169
431265,"Não-Me-Toque",2011,206
431265,"Não-Me-Toque",2012,224
431265,"Não-Me-Toque",2013,214
431265,"Não-Me-Toque",2014,222
431265,"Não-Me-Toque",2015,256
431265,"Não-Me-Toque",2016,239
431265,"Não-Me-Toque",2017,250
431265,"Não-Me-Toque",2018,219
431265,"Não-Me-Toque",2019,234
431267,"Nicolau Vergueiro",2010,22
431267,"Nicolau Vergueiro",2011,16
431267,"Nicolau Vergueiro",2012,10
431267,"Nicolau Vergueiro",2013,21
431267,"Nicolau Vergueiro",2014,18
431267,"Nicolau Vergueiro",2015,25
431267,"Nicolau Vergueiro",2016,15
431267,"Nicolau Vergueiro",2017,19
431267,"Nicolau Vergueiro",2018,23
431267,"Nicolau Vergueiro",2019,23
431270,"Nonoai",2010,147
431270,"Nonoai",2011,163
431270,"Nonoai",2012,157
431270,"Nonoai",2013,150
431270,"Nonoai",2014,174
431270,"Nonoai",2015,190
431270,"Nonoai",2016,181
431270,"Nonoai",2017,190
431270,"Nonoai",2018,204
431270,"Nonoai",2019,181
431275,"Nova Alvorada",2010,25
431275,"Nova Alvorada",2011,35
431275,"Nova Alvorada",2012,30
431275,"Nova Alvorada",2013,31
431275,"Nova Alvorada",2014,39
431275,"Nova Alvorada",2015,41
431275,"Nova Alvorada",2016,34
431275,"Nova Alvorada",2017,32
431275,"Nova Alvorada",2018,44
431275,"Nova Alvorada",2019,36
431280,"Nova Araçá",2010,32
431280,"Nova Araçá",2011,46
431280,"Nova Araçá",2012,49
431280,"Nova Araçá",2013,45
431280,"Nova Araçá",2014,54
431280,"Nova Araçá",2015,77
431280,"Nova Araçá",2016,72
431280,"Nova Araçá",2017,62
431280,"Nova Araçá",2018,72
431280,"Nova Araçá",2019,74
431290,"Nova Bassano",2010,84
431290,"Nova Bassano",2011,95
431290,"Nova Bassano",2012,68
431290,"Nova Bassano",2013,75
431290,"Nova Bassano",2014,85
431290,"Nova Bassano",2015,88
431290,"Nova Bassano",2016,84
431290,"Nova Bassano",2017,88
431290,"Nova Bassano",2018,85
431290,"Nova Bassano",2019,83
431295,"Nova Boa Vista",2010,8
431295,"Nova Boa Vista",2011,18
431295,"Nova Boa Vista",2012,24
431295,"Nova Boa Vista",2013,17
431295,"Nova Boa Vista",2014,21
431295,"Nova Boa Vista",2015,16
431295,"Nova Boa Vista",2016,18
431295,"Nova Boa Vista",2017,20
431295,"Nova Boa Vista",2018,17
431295,"Nova Boa Vista",2019,19
431300,"Nova Bréscia",2010,18
431300,"Nova Bréscia",2011,24
431300,"Nova Bréscia",2012,30
431300,"Nova Bréscia",2013,21
431300,"Nova Bréscia",2014,36
431300,"Nova Bréscia",2015,32
431300,"Nova Bréscia",2016,15
431300,"Nova Bréscia",2017,29
431300,"Nova Bréscia",2018,32
431300,"Nova Bréscia",2019,28
431301,"Nova Candelária",2010,25
431301,"Nova Candelária",2011,22
431301,"Nova Candelária",2012,28
431301,"Nova Candelária",2013,20
431301,"Nova Candelária",2014,27
431301,"Nova Candelária",2015,27
431301,"Nova Candelária",2016,30
431301,"Nova Candelária",2017,33
431301,"Nova Candelária",2018,43
431301,"Nova Candelária",2019,44
431303,"Nova Esperança do Sul",2010,52
431303,"Nova Esperança do Sul",2011,50
431303,"Nova Esperança do Sul",2012,56
431303,"Nova Esperança do Sul",2013,47
431303,"Nova Esperança do Sul",2014,53
431303,"Nova Esperança do Sul",2015,58
431303,"Nova Esperança do Sul",2016,61
431303,"Nova Esperança do Sul",2017,52
431303,"Nova Esperança do Sul",2018,50
431303,"Nova Esperança do Sul",2019,45
431306,"Nova Hartz",2010,285
431306,"Nova Hartz",2011,274
431306,"Nova Hartz",2012,273
431306,"Nova Hartz",2013,270
431306,"Nova Hartz",2014,240
431306,"Nova Hartz",2015,257
431306,"Nova Hartz",2016,267
431306,"Nova Hartz",2017,257
431306,"Nova Hartz",2018,231
431306,"Nova Hartz",2019,243
431308,"Nova Pádua",2010,14
431308,"Nova Pádua",2011,14
431308,"Nova Pádua",2012,16
431308,"Nova Pádua",2013,13
431308,"Nova Pádua",2014,15
431308,"Nova Pádua",2015,17
431308,"Nova Pádua",2016,13
431308,"Nova Pádua",2017,17
431308,"Nova Pádua",2018,18
431308,"Nova Pádua",2019,23
431310,"Nova Palma",2010,71
431310,"Nova Palma",2011,53
431310,"Nova Palma",2012,59
431310,"Nova Palma",2013,69
431310,"Nova Palma",2014,69
431310,"Nova Palma",2015,61
431310,"Nova Palma",2016,64
431310,"Nova Palma",2017,67
431310,"Nova Palma",2018,43
431310,"Nova Palma",2019,56
431320,"Nova Petrópolis",2010,170
431320,"Nova Petrópolis",2011,228
431320,"Nova Petrópolis",2012,214
431320,"Nova Petrópolis",2013,221
431320,"Nova Petrópolis",2014,245
431320,"Nova Petrópolis",2015,280
431320,"Nova Petrópolis",2016,250
431320,"Nova Petrópolis",2017,267
431320,"Nova Petrópolis",2018,256
431320,"Nova Petrópolis",2019,240
431330,"Nova Prata",2010,280
431330,"Nova Prata",2011,285
431330,"Nova Prata",2012,293
431330,"Nova Prata",2013,328
431330,"Nova Prata",2014,323
431330,"Nova Prata",2015,328
431330,"Nova Prata",2016,348
431330,"Nova Prata",2017,314
431330,"Nova Prata",2018,340
431330,"Nova Prata",2019,328
431333,"Nova Ramada",2010,29
431333,"Nova Ramada",2011,12
431333,"Nova Ramada",2012,24
431333,"Nova Ramada",2013,19
431333,"Nova Ramada",2014,18
431333,"Nova Ramada",2015,25
431333,"Nova Ramada",2016,20
431333,"Nova Ramada",2017,27
431333,"Nova Ramada",2018,23
431333,"Nova Ramada",2019,12
431335,"Nova Roma do Sul",2010,19
431335,"Nova Roma do Sul",2011,26
431335,"Nova Roma do Sul",2012,29
431335,"Nova Roma do Sul",2013,19
431335,"Nova Roma do Sul",2014,28
431335,"Nova Roma do Sul",2015,28
431335,"Nova Roma do Sul",2016,24
431335,"Nova Roma do Sul",2017,27
431335,"Nova Roma do Sul",2018,26
431335,"Nova Roma do Sul",2019,20
431337,"Nova Santa Rita",2010,289
431337,"Nova Santa Rita",2011,298
431337,"Nova Santa Rita",2012,374
431337,"Nova Santa Rita",2013,362
431337,"Nova Santa Rita",2014,381
431337,"Nova Santa Rita",2015,426
431337,"Nova Santa Rita",2016,401
431337,"Nova Santa Rita",2017,387
431337,"Nova Santa Rita",2018,386
431337,"Nova Santa Rita",2019,363
431339,"Novo Cabrais",2010,42
431339,"Novo Cabrais",2011,43
431339,"Novo Cabrais",2012,44
431339,"Novo Cabrais",2013,30
431339,"Novo Cabrais",2014,42
431339,"Novo Cabrais",2015,29
431339,"Novo Cabrais",2016,32
431339,"Novo Cabrais",2017,38
431339,"Novo Cabrais",2018,44
431339,"Novo Cabrais",2019,34
431340,"Novo Hamburgo",2010,2953
431340,"Novo Hamburgo",2011,3218
431340,"Novo Hamburgo",2012,3194
431340,"Novo Hamburgo",2013,3173
431340,"Novo Hamburgo",2014,3206
431340,"Novo Hamburgo",2015,3505
431340,"Novo Hamburgo",2016,3164
431340,"Novo Hamburgo",2017,3213
431340,"Novo Hamburgo",2018,3141
431340,"Novo Hamburgo",2019,3084
431342,"Novo Machado",2010,36
431342,"Novo Machado",2011,26
431342,"Novo Machado",2012,20
431342,"Novo Machado",2013,25
431342,"Novo Machado",2014,21
431342,"Novo Machado",2015,20
431342,"Novo Machado",2016,21
431342,"Novo Machado",2017,26
431342,"Novo Machado",2018,31
431342,"Novo Machado",2019,20
431344,"Novo Tiradentes",2010,29
431344,"Novo Tiradentes",2011,13
431344,"Novo Tiradentes",2012,20
431344,"Novo Tiradentes",2013,32
431344,"Novo Tiradentes",2014,24
431344,"Novo Tiradentes",2015,22
431344,"Novo Tiradentes",2016,27
431344,"Novo Tiradentes",2017,26
431344,"Novo Tiradentes",2018,20
431344,"Novo Tiradentes",2019,19
431346,"Novo Xingu",2010,16
431346,"Novo Xingu",2011,15
431346,"Novo Xingu",2012,11
431346,"Novo Xingu",2013,16
431346,"Novo Xingu",2014,20
431346,"Novo Xingu",2015,23
431346,"Novo Xingu",2016,15
431346,"Novo Xingu",2017,17
431346,"Novo Xingu",2018,23
431346,"Novo Xingu",2019,20
431349,"Novo Barreiro",2010,44
431349,"Novo Barreiro",2011,43
431349,"Novo Barreiro",2012,47
431349,"Novo Barreiro",2013,33
431349,"Novo Barreiro",2014,53
431349,"Novo Barreiro",2015,44
431349,"Novo Barreiro",2016,38
431349,"Novo Barreiro",2017,52
431349,"Novo Barreiro",2018,44
431349,"Novo Barreiro",2019,44
431350,"Osório",2010,525
431350,"Osório",2011,569
431350,"Osório",2012,577
431350,"Osório",2013,596
431350,"Osório",2014,593
431350,"Osório",2015,639
431350,"Osório",2016,675
431350,"Osório",2017,618
431350,"Osório",2018,672
431350,"Osório",2019,579
431360,"Paim Filho",2010,31
431360,"Paim Filho",2011,34
431360,"Paim Filho",2012,36
431360,"Paim Filho",2013,29
431360,"Paim Filho",2014,32
431360,"Paim Filho",2015,27
431360,"Paim Filho",2016,29
431360,"Paim Filho",2017,29
431360,"Paim Filho",2018,36
431360,"Paim Filho",2019,28
431365,"Palmares do Sul",2010,113
431365,"Palmares do Sul",2011,120
431365,"Palmares do Sul",2012,113
431365,"Palmares do Sul",2013,128
431365,"Palmares do Sul",2014,135
431365,"Palmares do Sul",2015,122
431365,"Palmares do Sul",2016,156
431365,"Palmares do Sul",2017,147
431365,"Palmares do Sul",2018,130
431365,"Palmares do Sul",2019,128
431370,"Palmeira das Missões",2010,489
431370,"Palmeira das Missões",2011,451
431370,"Palmeira das Missões",2012,496
431370,"Palmeira das Missões",2013,442
431370,"Palmeira das Missões",2014,487
431370,"Palmeira das Missões",2015,525
431370,"Palmeira das Missões",2016,483
431370,"Palmeira das Missões",2017,526
431370,"Palmeira das Missões",2018,492
431370,"Palmeira das Missões",2019,497
431380,"Palmitinho",2010,73
431380,"Palmitinho",2011,76
431380,"Palmitinho",2012,71
431380,"Palmitinho",2013,93
431380,"Palmitinho",2014,93
431380,"Palmitinho",2015,103
431380,"Palmitinho",2016,95
431380,"Palmitinho",2017,93
431380,"Palmitinho",2018,92
431380,"Palmitinho",2019,83
431390,"Panambi",2010,535
431390,"Panambi",2011,562
431390,"Panambi",2012,567
431390,"Panambi",2013,591
431390,"Panambi",2014,582
431390,"Panambi",2015,601
431390,"Panambi",2016,622
431390,"Panambi",2017,649
431390,"Panambi",2018,567
431390,"Panambi",2019,569
431395,"Pantano Grande",2010,98
431395,"Pantano Grande",2011,108
431395,"Pantano Grande",2012,122
431395,"Pantano Grande",2013,105
431395,"Pantano Grande",2014,101
431395,"Pantano Grande",2015,110
431395,"Pantano Grande",2016,107
431395,"Pantano Grande",2017,126
431395,"Pantano Grande",2018,118
431395,"Pantano Grande",2019,116
431400,"Paraí",2010,71
431400,"Paraí",2011,63
431400,"Paraí",2012,74
431400,"Paraí",2013,78
431400,"Paraí",2014,67
431400,"Paraí",2015,72
431400,"Paraí",2016,108
431400,"Paraí",2017,77
431400,"Paraí",2018,78
431400,"Paraí",2019,66
431402,"Paraíso do Sul",2010,66
431402,"Paraíso do Sul",2011,55
431402,"Paraíso do Sul",2012,51
431402,"Paraíso do Sul",2013,64
431402,"Paraíso do Sul",2014,58
431402,"Paraíso do Sul",2015,71
431402,"Paraíso do Sul",2016,80
431402,"Paraíso do Sul",2017,58
431402,"Paraíso do Sul",2018,68
431402,"Paraíso do Sul",2019,56
431403,"Pareci Novo",2010,20
431403,"Pareci Novo",2011,37
431403,"Pareci Novo",2012,49
431403,"Pareci Novo",2013,36
431403,"Pareci Novo",2014,48
431403,"Pareci Novo",2015,48
431403,"Pareci Novo",2016,42
431403,"Pareci Novo",2017,46
431403,"Pareci Novo",2018,46
431403,"Pareci Novo",2019,52
431405,"Parobé",2010,785
431405,"Parobé",2011,766
431405,"Parobé",2012,779
431405,"Parobé",2013,760
431405,"Parobé",2014,794
431405,"Parobé",2015,778
431405,"Parobé",2016,762
431405,"Parobé",2017,740
431405,"Parobé",2018,812
431405,"Parobé",2019,753
431406,"Passa Sete",2010,65
431406,"Passa Sete",2011,40
431406,"Passa Sete",2012,45
431406,"Passa Sete",2013,41
431406,"Passa Sete",2014,44
431406,"Passa Sete",2015,37
431406,"Passa Sete",2016,28
431406,"Passa Sete",2017,45
431406,"Passa Sete",2018,36
431406,"Passa Sete",2019,39
431407,"Passo do Sobrado",2010,62
431407,"Passo do Sobrado",2011,68
431407,"Passo do Sobrado",2012,66
431407,"Passo do Sobrado",2013,61
431407,"Passo do Sobrado",2014,44
431407,"Passo do Sobrado",2015,54
431407,"Passo do Sobrado",2016,58
431407,"Passo do Sobrado",2017,51
431407,"Passo do Sobrado",2018,56
431407,"Passo do Sobrado",2019,60
431410,"Passo Fundo",2010,2602
431410,"Passo Fundo",2011,2887
431410,"Passo Fundo",2012,2846
431410,"Passo Fundo",2013,2786
431410,"Passo Fundo",2014,2919
431410,"Passo Fundo",2015,2925
431410,"Passo Fundo",2016,2876
431410,"Passo Fundo",2017,2883
431410,"Passo Fundo",2018,2887
431410,"Passo Fundo",2019,2825
431413,"Paulo Bento",2010,19
431413,"Paulo Bento",2011,23
431413,"Paulo Bento",2012,16
431413,"Paulo Bento",2013,17
431413,"Paulo Bento",2014,14
431413,"Paulo Bento",2015,16
431413,"Paulo Bento",2016,18
431413,"Paulo Bento",2017,22
431413,"Paulo Bento",2018,15
431413,"Paulo Bento",2019,27
431415,"Paverama",2010,64
431415,"Paverama",2011,87
431415,"Paverama",2012,83
431415,"Paverama",2013,88
431415,"Paverama",2014,81
431415,"Paverama",2015,93
431415,"Paverama",2016,71
431415,"Paverama",2017,65
431415,"Paverama",2018,94
431415,"Paverama",2019,82
431417,"Pedras Altas",2010,16
431417,"Pedras Altas",2011,13
431417,"Pedras Altas",2012,15
431417,"Pedras Altas",2013,26
431417,"Pedras Altas",2014,10
431417,"Pedras Altas",2015,25
431417,"Pedras Altas",2016,28
431417,"Pedras Altas",2017,19
431417,"Pedras Altas",2018,22
431417,"Pedras Altas",2019,20
431420,"Pedro Osório",2010,98
431420,"Pedro Osório",2011,88
431420,"Pedro Osório",2012,83
431420,"Pedro Osório",2013,102
431420,"Pedro Osório",2014,95
431420,"Pedro Osório",2015,91
431420,"Pedro Osório",2016,95
431420,"Pedro Osório",2017,89
431420,"Pedro Osório",2018,72
431420,"Pedro Osório",2019,77
431430,"Pejuçara",2010,46
431430,"Pejuçara",2011,41
431430,"Pejuçara",2012,41
431430,"Pejuçara",2013,50
431430,"Pejuçara",2014,30
431430,"Pejuçara",2015,36
431430,"Pejuçara",2016,29
431430,"Pejuçara",2017,34
431430,"Pejuçara",2018,43
431430,"Pejuçara",2019,46
431440,"Pelotas",2010,3914
431440,"Pelotas",2011,4274
431440,"Pelotas",2012,4268
431440,"Pelotas",2013,4347
431440,"Pelotas",2014,4353
431440,"Pelotas",2015,4428
431440,"Pelotas",2016,4259
431440,"Pelotas",2017,4308
431440,"Pelotas",2018,4229
431440,"Pelotas",2019,3984
431442,"Picada Café",2010,49
431442,"Picada Café",2011,54
431442,"Picada Café",2012,54
431442,"Picada Café",2013,42
431442,"Picada Café",2014,56
431442,"Picada Café",2015,48
431442,"Picada Café",2016,48
431442,"Picada Café",2017,54
431442,"Picada Café",2018,54
431442,"Picada Café",2019,61
431445,"Pinhal",2010,28
431445,"Pinhal",2011,22
431445,"Pinhal",2012,28
431445,"Pinhal",2013,38
431445,"Pinhal",2014,28
431445,"Pinhal",2015,35
431445,"Pinhal",2016,11
431445,"Pinhal",2017,39
431445,"Pinhal",2018,36
431445,"Pinhal",2019,33
431446,"Pinhal da Serra",2010,24
431446,"Pinhal da Serra",2011,26
431446,"Pinhal da Serra",2012,21
431446,"Pinhal da Serra",2013,25
431446,"Pinhal da Serra",2014,24
431446,"Pinhal da Serra",2015,23
431446,"Pinhal da Serra",2016,18
431446,"Pinhal da Serra",2017,17
431446,"Pinhal da Serra",2018,21
431446,"Pinhal da Serra",2019,22
431447,"Pinhal Grande",2010,55
431447,"Pinhal Grande",2011,38
431447,"Pinhal Grande",2012,38
431447,"Pinhal Grande",2013,39
431447,"Pinhal Grande",2014,41
431447,"Pinhal Grande",2015,42
431447,"Pinhal Grande",2016,47
431447,"Pinhal Grande",2017,47
431447,"Pinhal Grande",2018,33
431447,"Pinhal Grande",2019,32
431449,"Pinheirinho do Vale",2010,50
431449,"Pinheirinho do Vale",2011,44
431449,"Pinheirinho do Vale",2012,49
431449,"Pinheirinho do Vale",2013,40
431449,"Pinheirinho do Vale",2014,44
431449,"Pinheirinho do Vale",2015,43
431449,"Pinheirinho do Vale",2016,52
431449,"Pinheirinho do Vale",2017,52
431449,"Pinheirinho do Vale",2018,42
431449,"Pinheirinho do Vale",2019,44
431450,"Pinheiro Machado",2010,130
431450,"Pinheiro Machado",2011,145
431450,"Pinheiro Machado",2012,121
431450,"Pinheiro Machado",2013,106
431450,"Pinheiro Machado",2014,109
431450,"Pinheiro Machado",2015,107
431450,"Pinheiro Machado",2016,113
431450,"Pinheiro Machado",2017,123
431450,"Pinheiro Machado",2018,101
431450,"Pinheiro Machado",2019,100
431454,"Pinto Bandeira",2010,0
431454,"Pinto Bandeira",2011,0
431454,"Pinto Bandeira",2012,0
431454,"Pinto Bandeira",2013,23
431454,"Pinto Bandeira",2014,23
431454,"Pinto Bandeira",2015,19
431454,"Pinto Bandeira",2016,25
431454,"Pinto Bandeira",2017,29
431454,"Pinto Bandeira",2018,19
431454,"Pinto Bandeira",2019,29
431455,"Pirapó",2010,19
431455,"Pirapó",2011,21
431455,"Pirapó",2012,16
431455,"Pirapó",2013,19
431455,"Pirapó",2014,22
431455,"Pirapó",2015,17
431455,"Pirapó",2016,17
431455,"Pirapó",2017,16
431455,"Pirapó",2018,20
431455,"Pirapó",2019,15
431460,"Piratini",2010,201
431460,"Piratini",2011,188
431460,"Piratini",2012,177
431460,"Piratini",2013,195
431460,"Piratini",2014,184
431460,"Piratini",2015,178
431460,"Piratini",2016,181
431460,"Piratini",2017,202
431460,"Piratini",2018,175
431460,"Piratini",2019,150
431470,"Planalto",2010,138
431470,"Planalto",2011,131
431470,"Planalto",2012,127
431470,"Planalto",2013,121
431470,"Planalto",2014,130
431470,"Planalto",2015,127
431470,"Planalto",2016,122
431470,"Planalto",2017,148
431470,"Planalto",2018,145
431470,"Planalto",2019,105
431475,"Poço das Antas",2010,19
431475,"Poço das Antas",2011,23
431475,"Poço das Antas",2012,15
431475,"Poço das Antas",2013,13
431475,"Poço das Antas",2014,22
431475,"Poço das Antas",2015,20
431475,"Poço das Antas",2016,22
431475,"Poço das Antas",2017,14
431475,"Poço das Antas",2018,31
431475,"Poço das Antas",2019,26
431477,"Pontão",2010,43
431477,"Pontão",2011,45
431477,"Pontão",2012,42
431477,"Pontão",2013,39
431477,"Pontão",2014,35
431477,"Pontão",2015,49
431477,"Pontão",2016,43
431477,"Pontão",2017,40
431477,"Pontão",2018,45
431477,"Pontão",2019,46
431478,"Ponte Preta",2010,18
431478,"Ponte Preta",2011,16
431478,"Ponte Preta",2012,10
431478,"Ponte Preta",2013,11
431478,"Ponte Preta",2014,11
431478,"Ponte Preta",2015,16
431478,"Ponte Preta",2016,14
431478,"Ponte Preta",2017,21
431478,"Ponte Preta",2018,15
431478,"Ponte Preta",2019,16
431480,"Portão",2010,365
431480,"Portão",2011,358
431480,"Portão",2012,370
431480,"Portão",2013,394
431480,"Portão",2014,430
431480,"Portão",2015,441
431480,"Portão",2016,400
431480,"Portão",2017,393
431480,"Portão",2018,416
431480,"Portão",2019,344
431490,"Porto Alegre",2010,18321
431490,"Porto Alegre",2011,18919
431490,"Porto Alegre",2012,19470
431490,"Porto Alegre",2013,19739
431490,"Porto Alegre",2014,19189
431490,"Porto Alegre",2015,19724
431490,"Porto Alegre",2016,18635
431490,"Porto Alegre",2017,18490
431490,"Porto Alegre",2018,17579
431490,"Porto Alegre",2019,16534
431500,"Porto Lucena",2010,29
431500,"Porto Lucena",2011,39
431500,"Porto Lucena",2012,40
431500,"Porto Lucena",2013,35
431500,"Porto Lucena",2014,37
431500,"Porto Lucena",2015,36
431500,"Porto Lucena",2016,29
431500,"Porto Lucena",2017,37
431500,"Porto Lucena",2018,40
431500,"Porto Lucena",2019,32
431505,"Porto Mauá",2010,21
431505,"Porto Mauá",2011,22
431505,"Porto Mauá",2012,27
431505,"Porto Mauá",2013,15
431505,"Porto Mauá",2014,18
431505,"Porto Mauá",2015,20
431505,"Porto Mauá",2016,21
431505,"Porto Mauá",2017,9
431505,"Porto Mauá",2018,24
431505,"Porto Mauá",2019,17
431507,"Porto Vera Cruz",2010,16
431507,"Porto Vera Cruz",2011,10
431507,"Porto Vera Cruz",2012,5
431507,"Porto Vera Cruz",2013,9
431507,"Porto Vera Cruz",2014,11
431507,"Porto Vera Cruz",2015,14
431507,"Porto Vera Cruz",2016,12
431507,"Porto Vera Cruz",2017,13
431507,"Porto Vera Cruz",2018,13
431507,"Porto Vera Cruz",2019,17
431510,"Porto Xavier",2010,134
431510,"Porto Xavier",2011,131
431510,"Porto Xavier",2012,113
431510,"Porto Xavier",2013,116
431510,"Porto Xavier",2014,141
431510,"Porto Xavier",2015,142
431510,"Porto Xavier",2016,115
431510,"Porto Xavier",2017,114
431510,"Porto Xavier",2018,116
431510,"Porto Xavier",2019,132
431513,"Pouso Novo",2010,19
431513,"Pouso Novo",2011,15
431513,"Pouso Novo",2012,14
431513,"Pouso Novo",2013,13
431513,"Pouso Novo",2014,14
431513,"Pouso Novo",2015,21
431513,"Pouso Novo",2016,15
431513,"Pouso Novo",2017,21
431513,"Pouso Novo",2018,31
431513,"Pouso Novo",2019,20
